title,url,datetime,region,content,country,region_new,region_clean,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
"AU Summit: Guterres calls for ‘collective, comprehensive, coordinated’ response to challenges facing Africa",https://news.un.org/en/story/2020/02/1057011,2020-02-09 12:00:00+00:00,Africa,"The challenges facing African nations are “complex, multi-faceted and far-reaching"" but a “collective, comprehensive and coordinated” response by the global community will build on the momentum that already exists to help the continent thrive, the UN chief told the African Union Summit on Sunday.",Unknown,Africa,Africa,1168,0.0,0.769,0.231,0.3182,0.036366496,0.82728136,0.13635223,positive,neutral
"Lasting Libya ceasefire: Some consensus, but further talks needed - UN Mission",https://news.un.org/en/story/2020/02/1056992,2020-02-08 12:00:00+00:00,Africa,"The first round of UN-brokered talks between military representatives in Geneva aimed at forging a lasting ceasefire between Libyan Government and main opposition forces, has concluded without full agreement, despite reaching consensus in many areas.",Libya,Africa,Africa,1169,0.0,1.0,0.0,0.0,0.024452692,0.8362224,0.13932493,neutral,neutral
"African Union Summit: Guterres hails ‘shared values, mutual respect and common interests’ of UN partnership",https://news.un.org/en/story/2020/02/1056972,2020-02-08 12:00:00+00:00,Africa,"The UN chief on Saturday called on the international community to recognize the need for African counter-terrorism operations, backed by the UN Security Council,  to tackle the growing threat of extremist violence across the continent, and “predictable funding, guaranteed by compulsory contributions”.",Unknown,Africa,Africa,1170,0.0,0.691,0.309,0.7003,0.014039853,0.6593321,0.32662806,positive,neutral
"28 militiamen sentenced in Central African Republic for murder of civilians, UN peacekeepers",https://news.un.org/en/story/2020/02/1056962,2020-02-07 12:00:00+00:00,Africa,"The sentencing of 28 militia members on Friday in the Central African Republic (CAR) for an array of violent crimes, including the murder of civilians as well as 10 UN peacekeepers, has been hailed as a major step forward in the fight against impunity there.",CF,Africa,Africa,1171,0.315,0.543,0.141,-0.4939,0.8807569,0.11671271,0.0025303534,negative,negative
"ISIL still at ‘centre’ of terrorism threat, Security Council hears",https://news.un.org/en/story/2020/02/1056912,2020-02-07 12:00:00+00:00,Middle East,"Despite the loss of its last stronghold in Syria and the death of its leader, ISIL “remains at the centre of the transnational terrorism threat”, a senior UN official told the Security Council on Friday.",Unknown,Unknown,Middle East,1172,0.46,0.402,0.138,-0.765,0.48452684,0.5061749,0.009298282,negative,neutral
Syria: ‘Massive waves of civilian displacement and loss of life must stop now’: UN Special Envoy,https://news.un.org/en/story/2020/02/1056892,2020-02-06 12:00:00+00:00,Middle East,"Air and ground strikes in the region of Idlib, northwest Syria, are causing “massive waves of civilian displacement and major loss of civilian life”, causing unacceptable human suffering which must stop now, Geir Pedersen, the UN Special Envoy for Syria, told the Security Council on Thursday.",SY,Middle East,Middle East,1173,0.223,0.644,0.134,-0.2023,0.626507,0.3606724,0.012820611,negative,negative
"‘Convergence’ over lasting Libya ceasefire, as negotiator urges against ‘provocative’ acts",https://news.un.org/en/story/2020/02/1056882,2020-02-06 12:00:00+00:00,Africa,"On day four of UN-led talks to transform an uncertain truce in Libya into a permanent ceasefire, veteran negotiator Ghassan Salamé on Thursday welcomed the “progress” that had been made so far, before urging an end to any “provocative” military action that might dash the chance of a successful outcome.",Libya,Africa,Africa,1174,0.0,1.0,0.0,0.0,0.27177873,0.7039391,0.024282215,neutral,neutral
FROM THE FIELD: ‘Shock and horror’ of military onslaught against Syrians,https://news.un.org/en/story/2020/02/1056872,2020-02-06 12:00:00+00:00,Middle East,A military escalation in northern Syria which has trapped civilians in Idlib has “shocked and horrified” a senior UN humanitarian official.,SY,Middle East,Middle East,1175,0.0,1.0,0.0,0.0,0.7715582,0.22109817,0.007343642,neutral,negative
"Africa’s Sahel: Act now before the crisis ‘becomes unmanageable’, urges Grandi",https://news.un.org/en/story/2020/02/1056782,2020-02-05 12:00:00+00:00,Africa,The UN refugee agency (UNHCR) is stepping up response in Africa’s Sahel region where escalating violence has forced a rising number of people to flee their homes.,Unknown,Africa,Africa,1176,0.291,0.709,0.0,-0.6249,0.5235543,0.45423886,0.022206865,negative,negative
Half of all violent deaths involve small arms and light weapons,https://news.un.org/en/story/2020/02/1056762,2020-02-05 12:00:00+00:00,Global,"Nearly 50 per cent of all violent deaths between 2010 and 2015, more than 200,000 each year, involved small arms and light weapons, the Security Council was told on Tuesday, during a briefing by UN disarmament chief Izumi Nakamitsu.",Unknown,Unknown,Global,1177,0.43,0.57,0.0,-0.7783,0.9151038,0.08196755,0.0029287532,negative,negative
"Refugee resettlement: ‘Tremendous gap’ persists between needs, and spaces on offer",https://news.un.org/en/story/2020/02/1056742,2020-02-05 12:00:00+00:00,,"Although around 1.4 million refugees are estimated to be in urgent need of resettlement worldwide, only 63,696 were resettled through the UN refugee agency (UNHCR) last year - that's only 4.5 per cent  -  due to a continuing shortage of offers of sanctuary from governments across the world.",Unknown,Unknown,Unknown,1178,0.0,1.0,0.0,0.0,0.5733141,0.40033996,0.0263459,neutral,negative
"Resolving Israel-Palestinian conflict, ‘key to sustainable peace’ in the Middle East: Guterres",https://news.un.org/en/story/2020/02/1056722,2020-02-04 12:00:00+00:00,Middle East,"Resolving the Israeli-Palestinian conflict is “key to sustainable peace in the Middle East”, the UN chief said on Tuesday, maintaining that the lack of any progress only “furthers radicalization across the region”.",Palestine,Middle East,Middle East,1179,0.154,0.671,0.174,0.0772,0.030930085,0.8031029,0.1659671,positive,neutral
South Sudan: UN official welcomes release of women and children abducted by armed group,https://news.un.org/en/story/2020/02/1056712,2020-02-04 12:00:00+00:00,Africa,The expert leading UN efforts to stamp out sexual violence committed during wartime has welcomed the release of 78 women and 50 children by an armed group in South Sudan.,South Sudan,Africa,Africa,1180,0.183,0.667,0.15,-0.1531,0.068867035,0.74971145,0.1814215,negative,neutral
2020’s ‘wind of madness’ indicates growing instability: UN chief,https://news.un.org/en/story/2020/02/1056682,2020-02-04 12:00:00+00:00,Global,"Rising instability and unpredictable geopolitical tensions have led to a “wind of madness” across the world, Secretary-General António Guterres said on Tuesday during his main annual press conference for journalists at UN Headquarters in New York.",Unknown,Unknown,Global,1181,0.0,0.825,0.175,0.1779,0.6876106,0.29999796,0.012391458,positive,negative
"Bolivia: UN underlines support for ‘credible, transparent and inclusive’ election",https://news.un.org/en/story/2020/02/1056652,2020-02-04 12:00:00+00:00,Americas,"With Bolivia this week reaching a “decisive stage” in its electoral process, the United Nations “will do everything possible” to support the country in holding a vote that is credible, transparent and inclusive, envoy Jean Arnault has said.",Bolivia,Americas,Americas,1182,0.0,0.769,0.231,0.4019,0.015021327,0.59854,0.38643858,positive,neutral
Both sides in Libya conflict agree need for lasting ceasefire: UN negotiator,https://news.un.org/en/story/2020/02/1056642,2020-02-04 12:00:00+00:00,Africa,The UN negotiator leading talks in Geneva to secure an end to fighting in Libya said on Tuesday that high-ranking officials from both sides of the conflict have agreed on the need for a “permanent and lasting” ceasefire to replace an uncertain truce.,Libya,Africa,Africa,1183,0.155,0.676,0.169,0.0516,0.038522206,0.8726765,0.08880132,positive,neutral
Global initiative launched to keep top sports events safe from terrorism,https://news.un.org/en/story/2020/02/1056572,2020-02-03 12:00:00+00:00,Global,Representatives from international sporting federations and the private sector joined with ambassadors at UN Headquarters in New York on Monday to launch a global programme aimed at safeguarding major sporting events from terrorism-related threats.,Unknown,Unknown,Global,1184,0.258,0.393,0.348,-0.1027,0.019842094,0.6109486,0.36920935,negative,neutral
Syria: UN health agency highlights ‘critical health threats’ facing Idlib civilians,https://news.un.org/en/story/2020/02/1056552,2020-02-03 12:00:00+00:00,Middle East,"The World Health Organization (WHO) raised the alarm on Monday over critical health threats facing hundreds-of thousands of Syrians forced to flee due to intensified hostilities in Syria’s northwest, where health facilities and workers have increasingly come under attack.",SY,Middle East,Middle East,1185,0.0,1.0,0.0,0.0,0.62295645,0.36890858,0.008134978,neutral,negative
New Iraqi Prime Minister-designate urged to act on reforms and accountability,https://news.un.org/en/story/2020/02/1056512,2020-02-01 12:00:00+00:00,Middle East,"The top UN official in Iraq is calling on the country’s newly designated Prime Minister to urgently deliver on reforms and demands for accountability, amid ongoing protests.",Iraq,Middle East,Middle East,1186,0.0,1.0,0.0,0.0,0.043106604,0.89611423,0.06077908,neutral,neutral
UN chief ‘deeply concerned’ by military escalation in northwest Syria,https://news.un.org/en/story/2020/02/1056502,2020-02-01 12:00:00+00:00,Middle East,The UN Secretary-General has called for an immediate cessation of hostilities in northwest Syria.,SY,Middle East,Middle East,1187,0.0,1.0,0.0,0.0,0.32809868,0.6546136,0.017287605,neutral,neutral
Security Council renews Central African Republic arms embargo,https://news.un.org/en/story/2020/01/1056472,2020-01-31 12:00:00+00:00,Africa,The UN Security Council on Friday renewed the arms embargo against the Central African Republic (CAR) and extended the mandate of the expert panel assisting its sanctions committee for the country.,CF,Africa,Africa,1188,0.0,0.745,0.255,0.34,0.09407766,0.8808736,0.025048636,positive,neutral
"US Middle East peace plan ‘lopsided’, says independent UN rights expert",https://news.un.org/en/story/2020/01/1056412,2020-01-31 12:00:00+00:00,Middle East,"A United States plan released this week to resolve the decades-long conflict between Israelis and Palestinians is “lopsided” and will only entrench occupation, an independent UN human rights expert said on Friday.",Unknown,Middle East,Middle East,1189,0.0,0.741,0.259,0.5423,0.48027503,0.5028205,0.016904466,positive,neutral
UN chief underscores value of cooperation with Southeast Asian countries,https://news.un.org/en/story/2020/01/1056382,2020-01-30 12:00:00+00:00,Asia Pacific,"In a briefing to the Security Council on Thursday, Secretary-General António Guterres underlined the value of cooperation between the UN and the 10-member regional bloc, the Association of Southeast Asian Nations (ASEAN).",Unknown,Unknown,Asia Pacific,1190,0.0,0.789,0.211,0.34,0.0068971417,0.60656315,0.38653973,positive,neutral
